timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,packets,bytes,direction,tcp_flags
2025-09-01T23:52:55,10.95.187.84,10.234.58.68,HTTP,44979,57557,376,4,1504,internal→internal,ACK
2025-09-01T23:52:57,192.168.200.151,172.19.178.91,TLS,56435,443,650,5,3250,internal→external,ACK
2025-09-01T23:52:59,192.168.43.173,10.160.60.62,TCP,21037,8688,106,8,848,internal→internal,SYN
2025-09-01T23:53:01,192.168.70.148,172.28.216.48,HTTP,32918,80,88,2,176,internal→external,PSH
2025-09-01T23:53:03,172.21.85.126,192.168.71.48,HTTP,80,21640,236,10,2360,external→internal,"SYN,ACK"
2025-09-01T23:53:05,10.248.69.50,192.168.253.105,UDP,45896,33249,70,3,210,internal→internal,
2025-09-01T23:53:07,192.168.85.22,10.112.149.9,TCP,19036,15759,231,1,231,internal→internal,PSH
2025-09-01T23:53:09,192.168.57.147,172.19.137.199,TCP,36617,3306,304,1,304,internal→external,PSH
2025-09-01T23:53:11,192.168.111.254,192.168.52.189,HTTP,55423,43863,139,2,278,internal→internal,"SYN,ACK"
2025-09-01T23:53:13,192.168.134.90,10.224.60.199,TCP,54231,16552,235,3,705,internal→internal,SYN
2025-09-01T23:53:15,192.168.84.158,10.105.105.207,HTTP,4914,38384,434,1,434,internal→internal,ACK
2025-09-01T23:53:17,192.168.149.75,172.24.48.35,TCP,64120,5432,178,1,178,internal→external,"PSH,ACK"
2025-09-01T23:53:19,10.67.127.38,192.168.126.195,TLS,56307,45341,152,1,152,internal→internal,ACK
2025-09-01T23:53:21,172.29.192.116,10.47.206.132,TCP,8080,46552,229,1,229,external→internal,"PSH,ACK"
2025-09-01T23:53:23,192.168.1.223,10.234.183.218,TCP,5174,53169,131,2,262,internal→internal,PSH
2025-09-01T23:53:25,10.253.137.83,172.25.172.141,TCP,38899,110,795,1,795,internal→external,PSH
2025-09-01T23:53:27,10.23.50.161,172.30.8.32,UDP,61935,110,249,5,1245,internal→external,
2025-09-01T23:53:29,192.168.103.177,172.20.154.41,TCP,58330,8080,160,6,960,internal→external,SYN
2025-09-01T23:53:31,10.26.202.161,172.25.119.110,TCP,43981,25,278,7,1946,internal→external,FIN
2025-09-01T23:53:33,10.115.227.3,172.16.175.210,TCP,8927,5432,228,5,1140,internal→external,FIN
2025-09-01T23:53:35,10.52.52.81,172.27.153.36,UDP,26106,110,214,4,856,internal→external,
2025-09-01T23:53:37,10.4.84.113,192.168.109.161,ICMP,50062,10944,98,2,196,internal→internal,
2025-09-01T23:53:39,172.30.111.23,10.71.63.151,TLS,443,48865,173,2,346,external→internal,ACK
2025-09-01T23:53:41,10.126.141.166,172.18.127.142,TLS,40411,443,98,2,196,internal→external,PSH
2025-09-01T23:53:43,10.154.105.133,10.200.151.166,UDP,4600,52391,555,4,2220,internal→internal,
2025-09-01T23:53:45,192.168.197.29,10.255.36.136,DNS,59267,65098,143,2,286,internal→internal,
2025-09-01T23:53:47,192.168.67.100,172.29.187.140,TCP,45781,110,294,2,588,internal→external,"SYN,ACK"
2025-09-01T23:53:49,10.34.7.68,10.20.30.243,TLS,52750,27105,226,2,452,internal→internal,PSH
2025-09-01T23:53:51,192.168.216.180,172.28.42.164,UDP,36188,110,137,1,137,internal→external,
2025-09-01T23:53:53,10.79.167.101,172.18.158.179,TCP,29695,143,155,1,155,internal→external,SYN
2025-09-01T23:53:55,192.168.28.80,172.21.61.4,TCP,47416,110,104,1,104,internal→external,FIN
2025-09-01T23:53:57,192.168.85.96,10.137.60.198,TCP,59999,2947,166,1,166,internal→internal,ACK
2025-09-01T23:53:59,192.168.39.128,172.30.184.15,TCP,33766,110,127,6,762,internal→external,ACK
2025-09-01T23:54:01,10.116.1.12,172.16.125.12,TCP,31941,3306,673,4,2692,internal→external,ACK
2025-09-01T23:54:03,10.214.114.83,10.213.163.70,TCP,55156,6128,415,2,830,internal→internal,PSH
2025-09-01T23:54:05,10.91.114.206,10.205.35.225,TCP,31504,57780,256,3,768,internal→internal,ACK
2025-09-01T23:54:07,192.168.4.95,172.22.149.145,DNS,52437,53,85,4,340,internal→external,
2025-09-01T23:54:09,172.30.188.152,192.168.100.188,TCP,143,10891,131,1,131,external→internal,SYN
2025-09-01T23:54:11,192.168.4.244,172.26.0.195,TCP,44101,5432,218,2,436,internal→external,"SYN,ACK"
2025-09-01T23:54:13,10.214.251.247,172.17.72.183,HTTP,19362,80,426,2,852,internal→external,SYN
2025-09-01T23:54:15,192.168.190.118,10.48.68.164,TLS,54761,26868,769,11,8459,internal→internal,SYN
2025-09-01T23:54:17,10.121.149.67,172.26.201.180,UDP,55543,3306,105,1,105,internal→external,
2025-09-01T23:54:19,10.103.69.200,172.19.79.28,TCP,11796,6379,343,1,343,internal→external,ACK
2025-09-01T23:54:21,10.231.157.119,172.24.61.24,TCP,11353,8080,165,1,165,internal→external,"SYN,ACK"
2025-09-01T23:54:23,192.168.75.24,172.23.182.102,HTTP,34674,80,182,1,182,internal→external,SYN
2025-09-01T23:54:25,10.15.207.219,192.168.127.25,TCP,31304,7702,251,2,502,internal→internal,"SYN,ACK"
2025-09-01T23:54:27,10.66.101.211,172.28.190.176,TCP,42331,25,148,11,1628,internal→external,PSH
2025-09-01T23:54:29,10.33.101.232,192.168.65.24,TCP,60339,56551,212,9,1908,internal→internal,"SYN,ACK"
2025-09-01T23:54:31,192.168.25.44,172.29.202.128,TCP,2956,5432,141,6,846,internal→external,FIN
2025-09-01T23:54:33,10.140.143.115,172.20.17.158,TCP,41602,143,173,1,173,internal→external,PSH
2025-09-01T23:54:35,192.168.31.23,192.168.196.36,UDP,28498,14095,384,3,1152,internal→internal,
2025-09-01T23:54:37,10.9.195.201,192.168.245.140,ICMP,52236,32787,123,3,369,internal→internal,
2025-09-01T23:54:39,172.26.198.70,10.13.163.153,TCP,143,2944,384,1,384,external→internal,"SYN,ACK"
2025-09-01T23:54:41,192.168.183.197,172.23.81.26,HTTP,17267,80,164,1,164,internal→external,FIN
2025-09-01T23:54:43,10.112.198.91,10.90.121.152,TCP,21864,53859,344,2,688,internal→internal,FIN
2025-09-01T23:54:45,172.27.72.145,10.252.158.45,TCP,6379,3511,92,1,92,external→internal,SYN
2025-09-01T23:54:47,192.168.0.85,172.22.66.88,TCP,48009,110,251,3,753,internal→external,"PSH,ACK"
2025-09-01T23:54:49,10.75.72.199,172.19.186.246,DNS,5777,53,145,1,145,internal→external,
2025-09-01T23:54:51,192.168.51.87,192.168.165.35,TCP,64978,11346,90,2,180,internal→internal,FIN
2025-09-01T23:54:53,172.31.162.45,192.168.114.171,TCP,110,25821,165,2,330,external→internal,ACK
2025-09-01T23:54:55,10.200.16.47,172.26.113.164,HTTP,38087,80,251,1,251,internal→external,SYN
2025-09-01T23:54:57,10.121.177.252,172.26.85.163,UDP,59044,25,447,1,447,internal→external,
2025-09-01T23:54:59,192.168.228.3,192.168.107.64,DNS,46451,5466,96,3,288,internal→internal,
2025-09-01T23:55:01,10.24.197.113,192.168.85.227,TCP,28157,33338,336,2,672,internal→internal,"SYN,ACK"
2025-09-01T23:55:03,192.168.115.42,172.30.37.205,TCP,56451,22,581,2,1162,internal→external,ACK
2025-09-01T23:55:05,10.175.87.228,192.168.82.188,TCP,5939,36875,345,5,1725,internal→internal,"PSH,ACK"
2025-09-01T23:55:07,192.168.15.111,172.21.222.41,TLS,4533,443,216,9,1944,internal→external,SYN
2025-09-01T23:55:09,192.168.144.77,172.23.49.13,TCP,26773,6379,305,7,2135,internal→external,SYN
2025-09-01T23:55:11,192.168.245.52,172.19.13.53,TCP,12219,8080,170,1,170,internal→external,"FIN,ACK"
2025-09-01T23:55:13,192.168.241.126,172.24.46.165,UDP,36683,5432,257,3,771,internal→external,
2025-09-01T23:55:15,192.168.95.115,10.134.225.120,TCP,18286,15851,222,5,1110,internal→internal,"SYN,ACK"
2025-09-01T23:55:17,10.43.176.207,172.29.116.142,UDP,5020,5432,299,1,299,internal→external,
2025-09-01T23:55:19,192.168.120.122,172.25.40.102,DNS,60188,53,103,1,103,internal→external,
2025-09-01T23:55:21,10.61.229.45,172.21.108.207,DNS,13654,53,135,3,405,internal→external,
2025-09-01T23:55:23,192.168.103.211,172.20.132.82,TCP,60714,25,190,2,380,internal→external,SYN
2025-09-01T23:55:25,172.24.234.235,10.214.57.107,UDP,110,10736,412,2,824,external→internal,
2025-09-01T23:55:27,172.19.54.145,10.146.176.225,UDP,5432,18334,201,5,1005,external→internal,
2025-09-01T23:55:29,192.168.19.45,172.24.206.37,TCP,41541,5432,72,2,144,internal→external,SYN
2025-09-01T23:55:31,10.25.243.236,172.24.190.6,DNS,23166,53,79,1,79,internal→external,
2025-09-01T23:55:33,192.168.251.220,172.19.116.35,DNS,20716,53,120,1,120,internal→external,
2025-09-01T23:55:35,192.168.137.187,172.29.45.49,TLS,29972,443,669,6,4014,internal→external,SYN
2025-09-01T23:55:37,192.168.28.132,10.33.159.182,DNS,34237,27460,153,6,918,internal→internal,
2025-09-01T23:55:39,10.88.98.225,10.29.127.9,TCP,30937,4337,64,3,192,internal→internal,"PSH,ACK"
2025-09-01T23:55:41,192.168.203.163,172.19.15.62,HTTP,25433,80,100,1,100,internal→external,ACK
2025-09-01T23:55:43,192.168.179.89,10.132.46.73,TCP,2822,26357,486,4,1944,internal→internal,SYN
2025-09-01T23:55:45,10.113.115.174,10.137.209.132,DNS,2338,57688,145,6,870,internal→internal,
2025-09-01T23:55:47,10.242.67.166,10.4.114.65,HTTP,40892,53786,955,4,3820,internal→internal,"PSH,ACK"
2025-09-01T23:55:49,192.168.216.230,192.168.178.118,HTTP,17538,15324,185,1,185,internal→internal,ACK
2025-09-01T23:55:51,192.168.52.2,192.168.144.77,HTTP,45877,8108,146,4,584,internal→internal,ACK
2025-09-01T23:55:53,192.168.141.67,172.25.96.39,TCP,34925,143,255,4,1020,internal→external,"SYN,ACK"
2025-09-01T23:55:55,192.168.163.175,10.13.254.76,HTTP,18025,60459,183,6,1098,internal→internal,ACK
2025-09-01T23:55:57,10.175.113.176,172.31.183.130,TCP,20697,110,456,1,456,internal→external,"SYN,ACK"
2025-09-01T23:55:59,10.241.65.190,172.24.93.243,DNS,45569,53,99,5,495,internal→external,
2025-09-01T23:56:01,10.181.114.191,192.168.215.202,DNS,59144,22737,109,4,436,internal→internal,
2025-09-01T23:56:03,172.30.60.121,10.36.241.228,TCP,143,33823,136,1,136,external→internal,SYN
2025-09-01T23:56:05,192.168.27.223,172.20.70.52,HTTP,23481,80,385,4,1540,internal→external,ACK
2025-09-01T23:56:07,192.168.73.81,10.41.249.86,UDP,42379,12612,140,3,420,internal→internal,
2025-09-01T23:56:09,192.168.140.54,172.21.81.126,TCP,52483,25,313,1,313,internal→external,SYN
2025-09-01T23:56:11,192.168.244.99,172.16.19.137,TCP,14092,3306,754,2,1508,internal→external,"PSH,ACK"
2025-09-01T23:56:13,10.9.2.161,10.115.176.80,DNS,9473,7755,64,2,128,internal→internal,
2025-09-01T23:56:15,172.21.33.211,10.152.148.117,TCP,3306,29444,600,8,4800,external→internal,"SYN,ACK"
2025-09-01T23:56:17,192.168.183.193,172.22.84.243,TLS,60458,443,289,2,578,internal→external,"PSH,ACK"
2025-09-01T23:56:19,10.108.11.151,172.21.63.94,TCP,47627,22,124,3,372,internal→external,ACK
2025-09-01T23:56:21,10.24.55.168,10.24.59.107,ICMP,30142,25944,124,3,372,internal→internal,
2025-09-01T23:56:23,10.105.4.78,172.29.51.170,TCP,35122,8080,378,7,2646,internal→external,PSH
2025-09-01T23:56:25,10.60.144.30,172.19.254.51,HTTP,40935,80,152,3,456,internal→external,SYN
2025-09-01T23:56:27,10.183.209.76,172.21.20.141,TCP,33553,143,324,3,972,internal→external,FIN
2025-09-01T23:56:29,10.45.56.214,172.31.76.244,UDP,6927,25,636,7,4452,internal→external,
2025-09-01T23:56:31,192.168.118.117,172.25.135.119,HTTP,4306,80,180,7,1260,internal→external,SYN
2025-09-01T23:56:33,192.168.184.206,172.26.218.190,TCP,8619,25,135,11,1485,internal→external,"SYN,ACK"
2025-09-01T23:56:35,10.87.168.92,172.30.137.225,DNS,49066,53,114,5,570,internal→external,
2025-09-01T23:56:37,10.58.205.103,192.168.139.214,TCP,26302,46237,253,3,759,internal→internal,"SYN,ACK"
2025-09-01T23:56:39,172.21.57.34,10.81.53.107,HTTP,80,60742,471,2,942,external→internal,PSH
2025-09-01T23:56:41,10.194.183.157,10.66.247.236,HTTP,33013,8425,222,5,1110,internal→internal,"SYN,ACK"
2025-09-01T23:56:43,192.168.6.181,172.23.173.133,TCP,35306,25,189,1,189,internal→external,ACK
2025-09-01T23:56:45,192.168.76.215,172.17.5.165,HTTP,62258,80,133,2,266,internal→external,SYN
2025-09-01T23:56:47,10.38.251.83,10.169.142.13,DNS,34246,15619,64,7,448,internal→internal,
2025-09-01T23:56:49,10.40.235.114,172.30.45.220,UDP,33690,6379,112,4,448,internal→external,
2025-09-01T23:56:51,10.52.206.106,10.0.46.203,TCP,40621,64146,112,2,224,internal→internal,PSH
2025-09-01T23:56:53,10.233.174.94,172.17.114.217,TCP,30807,3306,209,1,209,internal→external,PSH
2025-09-01T23:56:55,192.168.231.30,172.19.113.1,UDP,23395,3306,99,1,99,internal→external,
2025-09-01T23:56:57,192.168.191.180,10.23.84.127,DNS,10228,54884,64,7,448,internal→internal,
2025-09-01T23:56:59,10.130.100.49,10.201.110.118,HTTP,55061,52235,236,2,472,internal→internal,SYN
2025-09-01T23:57:01,10.63.230.118,10.255.2.136,TCP,49272,4207,742,1,742,internal→internal,PSH
2025-09-01T23:57:03,172.21.88.188,10.53.198.169,TCP,3306,34061,481,3,1443,external→internal,"SYN,ACK"
2025-09-01T23:57:05,172.23.140.102,192.168.150.116,TCP,110,10079,208,1,208,external→internal,ACK
2025-09-01T23:57:07,192.168.160.183,10.102.107.160,HTTP,47841,20067,125,12,1500,internal→internal,FIN
2025-09-01T23:57:09,10.165.59.195,172.27.245.150,TLS,38421,443,1145,1,1145,internal→external,"PSH,ACK"
2025-09-01T23:57:11,192.168.216.207,10.54.12.98,HTTP,10548,4501,253,4,1012,internal→internal,FIN
2025-09-01T23:57:13,10.146.128.38,10.151.104.193,TCP,36490,3141,275,1,275,internal→internal,ACK
2025-09-01T23:57:15,172.23.199.61,192.168.24.238,UDP,5432,26422,224,1,224,external→internal,
2025-09-01T23:57:17,192.168.27.4,192.168.103.159,TCP,57964,52202,239,3,717,internal→internal,"SYN,ACK"
2025-09-01T23:57:19,192.168.100.199,172.22.150.115,TCP,12651,25,176,1,176,internal→external,SYN
2025-09-01T23:57:21,192.168.20.110,172.24.135.34,TCP,11570,8080,209,2,418,internal→external,SYN
2025-09-01T23:57:23,10.78.165.153,10.154.251.203,UDP,38554,37079,603,2,1206,internal→internal,
2025-09-01T23:57:25,192.168.112.245,10.34.81.107,TCP,36615,36219,516,1,516,internal→internal,ACK
2025-09-01T23:57:27,192.168.169.93,192.168.111.244,TCP,50350,41543,70,1,70,internal→internal,PSH
2025-09-01T23:57:29,10.58.177.115,10.124.20.175,TLS,59066,22056,105,3,315,internal→internal,ACK
2025-09-01T23:57:31,192.168.144.7,172.27.228.125,HTTP,3897,80,153,2,306,internal→external,ACK
2025-09-01T23:57:33,10.49.85.249,172.16.33.54,ICMP,44955,143,157,1,157,internal→external,
2025-09-01T23:57:35,10.105.222.166,172.18.78.7,DNS,31119,53,170,1,170,internal→external,
2025-09-01T23:57:37,10.27.91.204,172.24.36.148,HTTP,54869,80,377,1,377,internal→external,SYN
2025-09-01T23:57:39,192.168.221.81,172.16.199.173,TCP,8777,22,124,1,124,internal→external,PSH
2025-09-01T23:57:41,10.37.183.238,10.148.154.156,UDP,6693,19473,178,3,534,internal→internal,
2025-09-01T23:57:43,192.168.15.122,172.21.112.35,HTTP,49963,80,328,1,328,internal→external,ACK
2025-09-01T23:57:45,10.152.191.246,172.16.72.32,HTTP,3761,80,211,4,844,internal→external,SYN
2025-09-01T23:57:47,10.156.107.192,172.27.108.106,UDP,60375,110,195,5,975,internal→external,
2025-09-01T23:57:49,192.168.99.30,172.21.27.218,TCP,50244,6379,197,3,591,internal→external,PSH
2025-09-01T23:57:51,192.168.50.51,192.168.169.92,TCP,9426,45018,490,1,490,internal→internal,FIN
2025-09-01T23:57:53,172.22.162.125,192.168.168.158,TCP,8080,46470,349,1,349,external→internal,PSH
2025-09-01T23:57:55,192.168.219.44,172.16.160.64,UDP,52513,143,203,1,203,internal→external,
2025-09-01T23:57:57,172.24.184.35,192.168.245.119,HTTP,80,30210,297,2,594,external→internal,ACK
2025-09-01T23:57:59,172.21.41.216,192.168.71.229,TCP,143,18275,115,6,690,external→internal,FIN
2025-09-01T23:58:01,10.15.207.197,10.18.133.140,UDP,59612,36392,178,1,178,internal→internal,
2025-09-01T23:58:03,192.168.200.58,192.168.68.119,UDP,33865,34474,459,2,918,internal→internal,
2025-09-01T23:58:05,10.122.84.194,172.20.228.41,TCP,12764,110,96,3,288,internal→external,FIN
2025-09-01T23:58:07,10.249.118.17,172.24.189.60,UDP,3829,143,351,2,702,internal→external,
2025-09-01T23:58:09,192.168.240.235,192.168.23.11,UDP,65287,43525,70,1,70,internal→internal,
2025-09-01T23:58:11,192.168.134.149,10.192.193.94,TCP,39538,43841,677,8,5416,internal→internal,"SYN,ACK"
2025-09-01T23:58:13,10.207.180.210,172.27.249.203,TCP,32619,22,176,6,1056,internal→external,PSH
2025-09-01T23:58:15,10.143.108.39,172.21.80.93,TCP,40478,25,310,2,620,internal→external,FIN
2025-09-01T23:58:17,10.246.245.123,172.22.82.166,TCP,55639,5432,262,2,524,internal→external,SYN
2025-09-01T23:58:19,172.21.68.162,10.75.28.43,TCP,8080,61477,267,1,267,external→internal,SYN
2025-09-01T23:58:21,172.16.145.243,10.110.229.156,TLS,443,31918,294,3,882,external→internal,"SYN,ACK"
2025-09-01T23:58:23,10.93.135.43,192.168.232.153,TCP,39729,5535,87,1,87,internal→internal,SYN
2025-09-01T23:58:25,10.214.76.156,172.19.90.122,TCP,60111,22,271,11,2981,internal→external,"SYN,ACK"
2025-09-01T23:58:27,10.246.66.231,10.220.215.95,UDP,58356,3870,219,2,438,internal→internal,
2025-09-01T23:58:29,192.168.195.90,172.19.217.35,HTTP,17704,80,176,1,176,internal→external,ACK
2025-09-01T23:58:31,192.168.209.66,10.2.3.148,TCP,35269,8746,153,7,1071,internal→internal,PSH
2025-09-01T23:58:33,192.168.209.93,172.19.79.110,TCP,43725,8080,275,1,275,internal→external,ACK
2025-09-01T23:58:35,172.24.203.194,10.211.247.46,UDP,3306,37664,136,3,408,external→internal,
2025-09-01T23:58:37,192.168.176.199,172.28.70.219,UDP,57635,25,453,1,453,internal→external,
2025-09-01T23:58:39,10.51.109.131,172.28.173.206,HTTP,37106,80,324,1,324,internal→external,PSH
2025-09-01T23:58:41,192.168.2.206,172.18.74.121,HTTP,61701,80,285,3,855,internal→external,PSH
2025-09-01T23:58:43,192.168.40.156,172.17.196.239,TCP,27280,8080,441,3,1323,internal→external,FIN
2025-09-01T23:58:45,10.253.224.3,10.146.99.9,UDP,52401,40313,81,2,162,internal→internal,
2025-09-01T23:58:47,10.18.184.62,10.80.44.71,UDP,52120,27201,113,1,113,internal→internal,
2025-09-01T23:58:49,10.7.35.236,172.18.145.186,TCP,55403,3306,333,1,333,internal→external,ACK
2025-09-01T23:58:51,10.232.206.148,172.16.133.45,DNS,27705,53,90,3,270,internal→external,
2025-09-01T23:58:53,172.25.174.243,10.131.128.178,UDP,6379,64335,169,1,169,external→internal,
2025-09-01T23:58:55,10.173.234.175,172.30.14.124,TCP,8643,8080,105,2,210,internal→external,SYN
2025-09-01T23:58:57,10.161.211.245,192.168.4.180,ICMP,55561,18282,80,3,240,internal→internal,
2025-09-01T23:58:59,192.168.38.142,172.21.243.81,TCP,24193,143,460,2,920,internal→external,"SYN,ACK"
2025-09-01T23:59:01,10.255.102.61,10.135.105.59,TCP,14312,55742,328,4,1312,internal→internal,SYN
2025-09-01T23:59:03,10.61.40.174,172.31.3.196,UDP,57194,22,273,1,273,internal→external,
2025-09-01T23:59:05,192.168.252.230,172.24.251.47,DNS,51110,53,96,2,192,internal→external,
2025-09-01T23:59:07,10.65.27.135,172.29.244.241,TLS,36463,443,263,3,789,internal→external,SYN
2025-09-01T23:59:09,10.234.61.179,192.168.161.177,TCP,1575,1798,487,1,487,internal→internal,FIN
2025-09-01T23:59:11,192.168.132.48,172.24.121.69,TCP,31914,3306,160,1,160,internal→external,ACK
2025-09-01T23:59:13,192.168.186.219,172.28.143.116,UDP,12813,110,239,3,717,internal→external,
2025-09-01T23:59:15,10.138.120.143,192.168.195.51,TLS,10582,53455,708,2,1416,internal→internal,"PSH,ACK"
2025-09-01T23:59:17,10.215.255.35,192.168.249.77,TCP,17471,37864,374,5,1870,internal→internal,"SYN,ACK"
2025-09-01T23:59:19,10.30.110.209,172.24.243.215,TCP,42302,25,174,3,522,internal→external,ACK
2025-09-01T23:59:21,192.168.176.6,172.29.62.90,TCP,57867,143,355,2,710,internal→external,PSH
2025-09-01T23:59:23,192.168.181.84,172.31.228.228,ICMP,6162,5432,64,1,64,internal→external,
2025-09-01T23:59:25,10.85.172.108,172.28.36.21,UDP,11640,3306,234,1,234,internal→external,
2025-09-01T23:59:27,192.168.136.155,172.28.138.228,TCP,30180,3306,355,2,710,internal→external,FIN
2025-09-01T23:59:29,10.94.11.33,172.23.128.241,UDP,49774,25,307,5,1535,internal→external,
2025-09-01T23:59:31,10.32.242.141,172.17.13.198,TCP,27042,25,352,3,1056,internal→external,SYN
2025-09-01T23:59:33,192.168.158.59,172.23.145.114,UDP,42081,110,403,1,403,internal→external,
2025-09-01T23:59:35,10.17.182.221,192.168.243.120,TCP,64920,58099,322,2,644,internal→internal,PSH
2025-09-01T23:59:37,10.233.222.135,172.25.177.124,TCP,36391,143,316,1,316,internal→external,"SYN,ACK"
2025-09-01T23:59:39,192.168.79.78,172.16.0.134,TCP,54460,110,277,3,831,internal→external,ACK
2025-09-01T23:59:41,192.168.244.77,172.16.220.205,UDP,20220,143,127,7,889,internal→external,
2025-09-01T23:59:43,10.210.223.102,172.23.83.184,HTTP,49331,80,460,9,4140,internal→external,PSH
2025-09-01T23:59:45,10.216.122.133,172.24.145.167,DNS,49712,53,118,5,590,internal→external,
2025-09-01T23:59:47,10.35.93.35,172.25.56.164,UDP,30865,6379,368,5,1840,internal→external,
2025-09-01T23:59:49,172.22.164.5,10.25.11.48,TCP,25,19512,429,1,429,external→internal,ACK
2025-09-01T23:59:51,10.46.77.4,192.168.111.88,HTTP,28565,21443,179,3,537,internal→internal,"SYN,ACK"
2025-09-01T23:59:53,10.169.41.216,172.20.28.69,UDP,51857,5432,188,1,188,internal→external,
2025-09-01T23:59:55,10.128.195.213,172.16.62.250,TCP,51365,143,203,3,609,internal→external,ACK
2025-09-01T23:59:57,10.101.235.189,172.19.106.122,TLS,26525,443,519,1,519,internal→external,FIN
2025-09-01T23:59:59,10.62.129.124,172.25.101.93,TCP,59188,22,143,1,143,internal→external,"SYN,ACK"
2025-09-02T00:00:01,192.168.166.4,172.21.141.150,TCP,8865,5432,582,1,582,internal→external,"SYN,ACK"
2025-09-02T00:00:03,192.168.79.96,172.18.127.41,TCP,33786,25,275,3,825,internal→external,FIN
2025-09-02T00:00:05,10.30.182.166,10.54.64.125,TCP,16272,21781,287,1,287,internal→internal,"FIN,ACK"
2025-09-02T00:00:07,192.168.98.6,192.168.183.186,HTTP,9853,17453,417,1,417,internal→internal,"SYN,ACK"
2025-09-02T00:00:09,192.168.250.49,172.21.178.83,UDP,49022,6379,257,7,1799,internal→external,
2025-09-02T00:00:11,10.35.79.116,192.168.134.139,TCP,25083,30782,463,5,2315,internal→internal,SYN
2025-09-02T00:00:13,10.9.186.199,172.23.164.185,ICMP,5175,5432,99,2,198,internal→external,
2025-09-02T00:00:15,10.144.165.105,192.168.56.25,TCP,35312,44205,569,3,1707,internal→internal,SYN
2025-09-02T00:00:17,10.103.54.125,172.22.50.9,DNS,38445,53,102,2,204,internal→external,
2025-09-02T00:00:19,192.168.131.13,172.27.113.156,ICMP,48068,25,178,4,712,internal→external,
2025-09-02T00:00:21,192.168.40.120,10.184.212.211,TCP,25211,53075,190,2,380,internal→internal,FIN
2025-09-02T00:00:23,10.36.155.20,172.22.49.26,DNS,48548,53,108,1,108,internal→external,
2025-09-02T00:00:25,10.127.91.143,172.29.54.197,TCP,42876,3306,133,1,133,internal→external,FIN
2025-09-02T00:00:27,10.85.92.141,172.28.172.169,HTTP,11390,80,154,1,154,internal→external,PSH
2025-09-02T00:00:29,192.168.166.217,192.168.211.196,UDP,42524,29243,239,2,478,internal→internal,
2025-09-02T00:00:31,10.109.192.197,172.24.184.247,DNS,30672,53,129,3,387,internal→external,
2025-09-02T00:00:33,10.145.8.133,172.20.154.2,TCP,20706,143,441,8,3528,internal→external,SYN
2025-09-02T00:00:35,192.168.79.25,10.235.182.40,TCP,10094,18390,215,2,430,internal→internal,ACK
2025-09-02T00:00:37,192.168.47.147,172.28.111.188,UDP,6083,3306,124,12,1488,internal→external,
2025-09-02T00:00:39,10.153.19.188,172.28.40.200,HTTP,4688,80,307,1,307,internal→external,"PSH,ACK"
2025-09-02T00:00:41,192.168.213.239,10.116.5.163,TCP,51972,42455,270,3,810,internal→internal,ACK
2025-09-02T00:00:43,10.167.113.40,172.17.201.249,TCP,30227,25,328,2,656,internal→external,SYN
2025-09-02T00:00:45,10.172.42.122,172.17.204.68,TCP,6599,5432,166,1,166,internal→external,PSH
2025-09-02T00:00:47,10.246.101.125,172.28.100.144,HTTP,41393,80,177,1,177,internal→external,"FIN,ACK"
2025-09-02T00:00:49,192.168.220.83,172.18.57.172,UDP,28128,5432,166,1,166,internal→external,
2025-09-02T00:00:51,192.168.12.198,172.25.86.253,TCP,23943,6379,499,9,4491,internal→external,PSH
2025-09-02T00:00:53,10.102.191.40,10.57.27.63,TCP,63213,41722,573,3,1719,internal→internal,"PSH,ACK"
2025-09-02T00:00:55,10.175.56.79,192.168.241.6,DNS,22773,14721,97,1,97,internal→internal,
2025-09-02T00:00:57,192.168.247.160,172.20.9.97,HTTP,39231,80,175,1,175,internal→external,"PSH,ACK"
2025-09-02T00:00:59,10.145.102.203,172.24.27.120,UDP,43934,22,357,2,714,internal→external,
2025-09-02T00:01:01,192.168.55.5,192.168.197.60,TCP,65235,25973,619,1,619,internal→internal,PSH
2025-09-02T00:01:03,192.168.45.48,10.234.11.11,HTTP,17237,61465,718,6,4308,internal→internal,PSH
2025-09-02T00:01:05,10.9.177.176,172.27.181.161,TCP,20837,143,169,6,1014,internal→external,"FIN,ACK"
2025-09-02T00:01:07,10.131.198.228,172.16.143.58,TLS,10966,443,193,8,1544,internal→external,ACK
2025-09-02T00:01:09,192.168.116.107,172.23.78.110,TCP,64629,8080,290,3,870,internal→external,"PSH,ACK"
2025-09-02T00:01:11,10.70.103.221,172.20.158.177,TCP,47235,110,299,3,897,internal→external,ACK
2025-09-02T00:01:13,10.162.34.143,10.94.162.215,TLS,58671,10560,220,2,440,internal→internal,FIN
2025-09-02T00:01:15,192.168.210.78,192.168.140.39,HTTP,52083,13340,151,1,151,internal→internal,SYN
2025-09-02T00:01:17,192.168.118.153,10.118.13.92,TCP,6232,46122,239,1,239,internal→internal,"SYN,ACK"
2025-09-02T00:01:19,192.168.191.48,192.168.251.122,TCP,10036,11757,718,1,718,internal→internal,SYN
2025-09-02T00:01:21,10.138.211.57,10.104.33.46,TCP,61782,63591,179,5,895,internal→internal,"FIN,ACK"
2025-09-02T00:01:23,192.168.234.228,172.23.218.104,DNS,51894,53,128,2,256,internal→external,
